_id,name,address,category,noiseLevel,groupFriendly,hours,description,status,pos,createdBy,createdAt
341,Trunyx,23078 Drewry Hill,Library,Quiet,Not Group Friendly,11:00am - 5:00pm,"Frozen falafel balls made from chickpeas and herbs, perfect for quick meals or salads.",,25.9224603,341,10/7/2025
342,Devpoint,78438 Onsgard Crossing,Library,Loud,Not Group Friendly,24 hour,Spicy salsa with chipotle and lime for a zesty kick.,,25.5987643,342,5/15/2025
343,Twitterworks,56 Dayton Point,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,Convenient charging stand for smartphones and devices.,,127.6825578,343,5/18/2025
344,Bluejam,9982 Kropf Crossing,Residence,Loud,Group Friendly,11:00am - 5:00pm,Rich coconut milk for curries and desserts.,,108.731128,344,5/15/2025
345,Topicblab,10436 4th Lane,Library,Loud,Not Group Friendly,11:00am - 5:00pm,Journal to record workouts and nutrition.,,-175.204947,345,3/25/2025
346,Twitterwire,5 Talmadge Road,Cafe,Quiet,Group Friendly,8:00am - 6:00pm,Sweet and crunchy roasted almonds.,,87.463427,346,10/31/2025
347,Eimbee,9 Nobel Park,Cafe,Quiet,Group Friendly,24 hour,Trendy belt bag for hands-free carrying.,,140.1471983,347,10/14/2025
348,Tagfeed,19 Claremont Parkway,Student Center,Loud,Group Friendly,11:00am - 5:00pm,A convenient powder mix combining greens and fruits for smoothies.,,67.8288595,348,10/10/2025
349,Buzzbean,37326 Scofield Alley,Academic,Moderate,Not Group Friendly,24 hour,"Frozen onion rings, crispy and ready to bake.",,172.6519706,349,2/28/2026
350,Voomm,01 Reinke Junction,Residence,Loud,Not Group Friendly,8:00am - 6:00pm,3-inch memory foam mattress topper for added comfort.,,-74.8672519,350,11/21/2025
351,Mydo,56900 Debra Hill,Library,Loud,Not Group Friendly,11:00am - 5:00pm,Cozy cable knit cardigan to layer during chilly evenings.,,119.2131226,351,5/30/2025
352,Einti,85 Morrow Hill,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,HD streaming device for accessing popular services.,,105.190522,352,9/12/2025
353,Babblestorm,664 Saint Paul Street,Student Center,Quiet,Group Friendly,11:00am - 5:00pm,Warmer for heating baby bottles and food jars.,,13.3829583,353,3/1/2026
354,Livetube,8741 Rusk Circle,Student Center,Loud,Not Group Friendly,11:00am - 5:00pm,A fitted ribbed knit dress that hugs your curves perfectly.,,112.4716488,354,4/10/2025
355,Camimbo,3 Dorton Junction,Student Center,Loud,Group Friendly,24 hour,High-quality whey protein powder for muscle recovery.,,39.5314274,355,4/15/2025
356,Feedmix,19839 Carberry Road,Academic,Quiet,Group Friendly,11:00am - 5:00pm,Short-grain sushi rice for perfect rolls.,,106.90896,356,9/4/2025
357,Podcat,7 Doe Crossing Court,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,Powerful grinder for making sausage and burgers at home.,,-77.5461785,357,1/1/2026
358,Zooveo,16119 Bluestem Court,Student Center,Moderate,Not Group Friendly,24 hour,"Sustainable tank top made of bamboo cotton, offering breathability and comfort.",,127.1388684,358,9/26/2025
359,Voonder,02400 Burrows Way,Cafe,Loud,Group Friendly,8:00am - 6:00pm,Precision digital scale for accurate cooking measurements.,,-89.76667,359,11/8/2025
360,Flipopia,027 Bowman Alley,Residence,Loud,Group Friendly,8:00am - 6:00pm,Oats and honey bars with a chewy texture and nutty flavor.,,16.1641685,360,3/2/2026
361,Youspan,628 Forster Lane,Student Center,Quiet,Not Group Friendly,24 hour,Eco-friendly LED lights for festive decorations.,,-42.4858867,361,12/29/2025
362,InnoZ,43956 Morning Parkway,Academic,Quiet,Not Group Friendly,11:00am - 5:00pm,"Precision pencils for drawing, sketching, and writing.",,-45.4874873,362,11/9/2025
363,Livetube,9 Lakewood Trail,Library,Moderate,Group Friendly,11:00am - 5:00pm,"Fruits dipped in rich chocolate, perfect for desserts.",,125.408732,363,7/15/2025
364,Topicstorm,45 Manitowish Trail,Library,Quiet,Group Friendly,11:00am - 5:00pm,Colorful LED strip lights for home decoration.,,-58.7945777,364,9/12/2025
365,Oba,720 Ilene Park,Cafe,Moderate,Not Group Friendly,8:00am - 6:00pm,Creamy peach-flavored yogurt with real fruit.,,16.8791589,365,7/17/2025
366,Gevee,91 Clyde Gallagher Park,Academic,Quiet,Not Group Friendly,11:00am - 5:00pm,Compact travel organizer for accessories and toiletries.,,19.6173117,366,1/8/2026
367,Skynoodle,9 Oxford Park,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Handy dispenser for quick access to safety pins.,,99.1013498,367,3/2/2026
368,Photofeed,42149 High Crossing Way,Cafe,Quiet,Not Group Friendly,11:00am - 5:00pm,Comfy pet bed with washable cover for easy cleaning.,,59.9684485,368,10/22/2025
369,Shufflebeat,7 Montana Place,Cafe,Loud,Group Friendly,8:00am - 6:00pm,Assorted fruit-flavored gummy snacks that kids love.,,115.652151,369,1/10/2026
370,LiveZ,37677 Ilene Plaza,Cafe,Quiet,Group Friendly,8:00am - 6:00pm,Crunchy corn chips flavored with chili and lime for a zesty kick.,,-5.5663222,370,2/7/2026
371,Meedoo,4 Straubel Street,Student Center,Loud,Not Group Friendly,24 hour,"Canned beans with chili sauce, perfect for chili dishes.",,111.7018452,371,4/1/2025
372,Oba,62640 Grayhawk Street,Academic,Moderate,Group Friendly,24 hour,Durable pet leash with comfortable handle.,,2.2760839,372,12/29/2025
373,Shufflester,65 Gina Parkway,Student Center,Moderate,Not Group Friendly,8:00am - 6:00pm,Upgrade your phone photography with this lens kit that includes wide-angle and macro lenses.,,23.4793196,373,5/27/2025
374,Gigabox,44537 Kropf Hill,Student Center,Moderate,Not Group Friendly,24 hour,Ergonomically designed pillow with breathable bamboo cover.,,112.90936,374,1/26/2026
375,Camido,4 Fremont Terrace,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Water-resistant laptop backpack with multiple compartments.,,108.019549,375,2/27/2026
376,Omba,61 La Follette Alley,Student Center,Quiet,Group Friendly,24 hour,"Nutritious chia seed pudding in vanilla flavor, ready to eat.",,48.516388,376,9/9/2025
377,Jayo,3587 Jana Court,Academic,Quiet,Group Friendly,8:00am - 6:00pm,"Versatile canned black beans, ready to add to any dish.",,114.980217,377,7/11/2025
378,Voonix,958 Jana Lane,Student Center,Loud,Group Friendly,24 hour,Comfortable gaming headset with surround sound.,,103.035694,378,6/9/2025
379,Meetz,47075 Coleman Pass,Library,Moderate,Group Friendly,8:00am - 6:00pm,Healthy snack bars packed with oats and fruit.,,-8.7570417,379,2/10/2026
380,Viva,2604 Melby Plaza,Cafe,Loud,Group Friendly,11:00am - 5:00pm,Savory sauce for vegetable and meat stir-fries.,,-72.233418,380,1/4/2026
381,Tambee,4 Sauthoff Trail,Library,Loud,Not Group Friendly,24 hour,Healthy frozen acai bowl with toppings.,,24.7371099,381,4/27/2025
382,Flashpoint,9792 Rusk Drive,Student Center,Loud,Group Friendly,24 hour,Low-carb vegetable for pasta alternatives.,,106.586543,382,4/24/2025
383,Brainlounge,055 Sycamore Park,Residence,Loud,Not Group Friendly,11:00am - 5:00pm,Citrusy lemons perfect for drinks and cooking.,,121.0220037,383,9/3/2025
384,Snaptags,7466 Kim Trail,Cafe,Moderate,Group Friendly,24 hour,Fresh organic cucumber perfect for salads or snacking.,,-104.9078597,384,4/24/2025
385,Kimia,29 Roth Crossing,Library,Quiet,Not Group Friendly,8:00am - 6:00pm,Create spiraled vegetable noodles easily for healthy meals.,,-69.6840125,385,12/26/2025
386,Oyoba,624 Kropf Crossing,Student Center,Loud,Group Friendly,24 hour,High-carbon stainless steel chef knife for precision cutting.,,-49.1166441,386,10/20/2025
387,Voonte,910 Starling Avenue,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Lightweight and slim monitor ideal for dual-screen setups.,,72.8228652,387,10/23/2025
388,Fiveclub,269 Goodland Junction,Academic,Loud,Not Group Friendly,24 hour,"Juicy chicken breast stuffed with spinach and feta cheese, seasoned to perfection.",,113.440958,388,4/22/2025
389,Twitterwire,38521 American Lane,Residence,Quiet,Group Friendly,11:00am - 5:00pm,Golden crispy chicken tenders coated with honey mustard flavor.,,-58.3120234,389,6/10/2025
390,Janyx,6 Orin Avenue,Cafe,Quiet,Not Group Friendly,8:00am - 6:00pm,Assorted cloths for cleaning electronics and delicate surfaces.,,57.5012222,390,2/13/2026
391,Zoomdog,5745 Almo Alley,Student Center,Moderate,Not Group Friendly,24 hour,A meal kit featuring tender chicken with honey sesame sauce.,,121.515018,391,12/11/2025
392,Youbridge,4524 High Crossing Lane,Residence,Loud,Group Friendly,8:00am - 6:00pm,Seasoning mix for making crispy and flavorful potato wedges.,,43.5462744,392,4/25/2025
393,BlogXS,162 Tomscot Court,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,Stabilizer for smooth video recording with smartphones.,,112.6109257,393,2/26/2026
394,Edgepulse,1563 Forest Run Point,Student Center,Moderate,Not Group Friendly,11:00am - 5:00pm,Powerful hand blender for soups and smoothies.,,120.3660634,394,3/20/2025
395,Brainlounge,567 Jay Point,Academic,Loud,Not Group Friendly,11:00am - 5:00pm,"Freshly baked rustic bread, perfect for sandwiches or dipping in olive oil.",,30.3175834,395,11/22/2025
396,Dynabox,44 Welch Parkway,Student Center,Moderate,Not Group Friendly,8:00am - 6:00pm,"Fluffy couscous that cooks in just minutes, perfect as a side.",,108.133333,396,7/23/2025
397,Edgetag,9211 Arizona Crossing,Residence,Quiet,Not Group Friendly,8:00am - 6:00pm,Instant mix for delicious pumpkin spice lattes at home.,,122.9760543,397,10/6/2025
398,Gigaclub,69561 Claremont Terrace,Academic,Loud,Group Friendly,8:00am - 6:00pm,"Ready-to-eat avocado slices, perfect for tacos.",,-58.4933597,398,3/10/2026
399,Gigazoom,25170 Anthes Circle,Cafe,Quiet,Not Group Friendly,8:00am - 6:00pm,Safety collar with flashing lights for pets during night walks.,,118.467943,399,8/28/2025
400,Tekfly,7 Quincy Point,Library,Loud,Not Group Friendly,8:00am - 6:00pm,Creamy peach-flavored yogurt with real fruit.,,28.2926361,400,6/5/2025
401,Thoughtbridge,421 Clove Trail,Library,Loud,Not Group Friendly,8:00am - 6:00pm,Set of breathable bags for organizing shoes while traveling.,,120.103473,401,1/25/2026
402,Brainsphere,7 Ridge Oak Point,Academic,Moderate,Group Friendly,8:00am - 6:00pm,Fun light that creates a disco atmosphere for parties.,,118.180193,402,9/17/2025
403,Mynte,76 Carpenter Avenue,Student Center,Loud,Group Friendly,11:00am - 5:00pm,Ready-to-bake cinnamon roll dough for easy breakfasts.,,-76.5155834,403,11/6/2025
404,Talane,327 Duke Place,Library,Moderate,Not Group Friendly,24 hour,"Steamed edamame tossed in a spicy garlic sauce, great for snacking.",,23.0440354,404,5/25/2025
405,Skibox,40 Fuller Circle,Student Center,Moderate,Not Group Friendly,24 hour,Creamy vegetable curry enriched with spices.,,114.091192,405,9/18/2025
406,Devshare,8 Thackeray Parkway,Residence,Loud,Not Group Friendly,24 hour,"Fluffy couscous that cooks in just minutes, perfect as a side.",,101.3885001,406,12/8/2025
407,Skilith,28 Melby Road,Academic,Loud,Group Friendly,8:00am - 6:00pm,"Concentrated tomato paste, great for sauces.",,124.5313,407,4/6/2025
408,Browsecat,07 Transport Center,Residence,Moderate,Not Group Friendly,11:00am - 5:00pm,Wi-Fi enabled thermostat for energy-saving temperature control.,,121.0964563,408,9/5/2025
409,Twitterworks,28 West Center,Residence,Quiet,Group Friendly,11:00am - 5:00pm,Insulated water bottle for keeping drinks cold.,,-3.9878427,409,7/15/2025
410,Devify,0 Briar Crest Park,Residence,Loud,Not Group Friendly,24 hour,Spicy and smoky sausage great for grilling.,,109.482078,410,11/29/2025
411,Browsedrive,9095 Vermont Drive,Academic,Loud,Not Group Friendly,11:00am - 5:00pm,Dairy-free yogurt made from coconut milk.,,-58.5616502,411,10/5/2025
412,Eire,869 Golf Course Center,Library,Loud,Group Friendly,11:00am - 5:00pm,High-quality sketchbook for artists.,,-7.9185148,412,9/29/2025
413,Yodo,36493 Forest Dale Center,Student Center,Loud,Not Group Friendly,24 hour,Rechargeable LED lantern ideal for camping and outdoor activities.,,121.109772,413,7/15/2025
414,Fivebridge,43 Mendota Road,Student Center,Moderate,Group Friendly,8:00am - 6:00pm,"Delicious pretzel bites with a sweet honey mustard flavor, perfect for dipping.",,-8.2430831,414,6/23/2025
415,Twitternation,5250 Sutherland Hill,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,Ziti pasta baked with marinara and parmesan cheese,,-6.590926,415,12/11/2025
416,Skipstorm,67 Michigan Crossing,Student Center,Quiet,Group Friendly,24 hour,Ergonomically designed pillow with breathable bamboo cover.,,104.677091,416,2/16/2026
417,Minyx,158 Valley Edge Avenue,Cafe,Quiet,Not Group Friendly,24 hour,A fashion-forward bomber jacket to elevate your casual looks.,,120.8898149,417,3/26/2025
418,Brightbean,10728 7th Circle,Cafe,Quiet,Group Friendly,24 hour,Relaxing paint kit with pre-printed canvas for painting.,,22.6326975,418,4/3/2025
419,Jabbersphere,0674 Petterle Avenue,Student Center,Moderate,Group Friendly,24 hour,Fine granulated sugar for all your baking needs.,,120.7914484,419,8/30/2025
420,Feedspan,4 Burrows Alley,Cafe,Loud,Not Group Friendly,24 hour,Crispy spring rolls filled with vegetables,,8.6050736,420,5/19/2025
421,Flashdog,57993 Michigan Way,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Advanced electric toothbrush for effective cleaning.,,121.9615308,421,12/28/2025
422,Bluejam,5890 Di Loreto Parkway,Residence,Quiet,Group Friendly,11:00am - 5:00pm,"High in protein, perfect for soups and stews.",,27.3733989,422,8/31/2025
423,Dabvine,6485 Maywood Junction,Academic,Loud,Group Friendly,11:00am - 5:00pm,Indoor Wi-Fi camera for home security.,,14.4423662,423,8/15/2025
424,Teklist,42500 Oakridge Alley,Library,Moderate,Group Friendly,24 hour,"All-in-one mix for easy homemade cheeseburgers, just add ground beef.",,-71.3205493,424,7/19/2025
425,Fliptune,1 Jana Lane,Library,Moderate,Group Friendly,8:00am - 6:00pm,Eco-friendly bags for storing food without plastic waste.,,18.3095531,425,6/22/2025
426,Pixope,4453 Mifflin Trail,Library,Moderate,Group Friendly,11:00am - 5:00pm,Dimmable LED desk lamp with USB charging port.,,20.9469662,426,10/5/2025
427,Youspan,938 Knutson Street,Library,Moderate,Not Group Friendly,8:00am - 6:00pm,A healthy mix of assorted dried fruits and nuts for snacking.,,18.9515077,427,2/11/2026
428,Fivechat,427 Hazelcrest Parkway,Library,Quiet,Not Group Friendly,11:00am - 5:00pm,Ergonomic memory foam pillow for better sleep.,,43.7775,428,2/8/2026
429,Zoozzy,2 Golden Leaf Parkway,Academic,Loud,Group Friendly,24 hour,Tofu stir-fried with fresh vegetables in teriyaki sauce.,,-39.1268089,429,6/9/2025
430,Skipfire,9076 Blackbird Center,Library,Quiet,Not Group Friendly,11:00am - 5:00pm,A delicious chicken dish featuring honey and sesame flavors.,,26.5468773,430,10/2/2025
431,Photobean,98023 Cordelia Parkway,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,"Versatile slicer for meats, cheeses, and vegetables.",,101.6935065,431,2/22/2026
432,Riffwire,28245 Killdeer Road,Residence,Loud,Not Group Friendly,24 hour,"Delicious and fully cooked sliced ham, ready to eat.",,-72.4493789,432,12/8/2025
433,Jayo,0499 Del Mar Alley,Cafe,Loud,Group Friendly,8:00am - 6:00pm,Delicious and tangy marinade for grilling or baking chicken.,,38.1392615,433,5/31/2025
434,Bluezoom,6438 Towne Alley,Residence,Quiet,Not Group Friendly,11:00am - 5:00pm,Fun lunchbox for kids with a sturdy design.,,-8.2693138,434,1/14/2026
435,Avaveo,3084 Eastlawn Center,Residence,Quiet,Group Friendly,24 hour,Complete grooming kit for dogs and cats.,,42.3295742,435,1/27/2026
436,Meevee,9 Carberry Parkway,Cafe,Quiet,Group Friendly,8:00am - 6:00pm,"Creamy dip made with caramelized onions, perfect for chips or veggies.",,-6.1157412,436,8/23/2025
437,Bluejam,23 Sunbrook Place,Student Center,Moderate,Group Friendly,24 hour,"Wild-caught salmon filets, perfect for grilling or baking.",,112.4842,437,1/21/2026
438,Eamia,2033 Maryland Lane,Library,Quiet,Group Friendly,11:00am - 5:00pm,Fast and accurate thermometer for grilling and cooking.,,115.748629,438,12/28/2025
439,Trilith,8 Eagle Crest Park,Library,Moderate,Group Friendly,8:00am - 6:00pm,Handheld frother for creating frothed milk for coffee.,,37.1414146,439,3/1/2026
440,Avamm,86045 Nevada Court,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,Breathable polo shirt designed for both style and comfort on the greens.,,36.3023941,440,3/12/2026
441,Oyondu,8 Lotheville Park,Residence,Quiet,Not Group Friendly,11:00am - 5:00pm,"Spicy chili in a can, ready to eat for a filling meal.",,100.8451467,441,3/21/2025
442,Zoomcast,01265 Sage Point,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,Inflatable air mattress for convenient sleeping.,,-47.9222179,442,5/1/2025
443,Devcast,92 Oxford Crossing,Library,Moderate,Group Friendly,11:00am - 5:00pm,Breathable polo shirt designed for both style and comfort on the greens.,,40.2586934,443,3/10/2026
444,Feedfire,4 Monterey Terrace,Library,Quiet,Group Friendly,8:00am - 6:00pm,Eco-friendly generator for outdoor adventures.,,38.5734956,444,10/4/2025
445,Podcat,5 Bayside Plaza,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,Durable and non-stick ceramic cookware for healthy cooking.,,20.9132879,445,11/5/2025
446,Devpoint,2 Manley Center,Academic,Loud,Not Group Friendly,24 hour,A pre-packaged salad kit with noodles and Asian-style dressing.,,6.0058975,446,4/20/2025
447,Dynabox,35256 Linden Plaza,Cafe,Loud,Not Group Friendly,24 hour,Sturdy mobile workbench with storage options.,,23.341193,447,5/31/2025
448,Quamba,4378 Blaine Crossing,Cafe,Moderate,Not Group Friendly,24 hour,A fragrant blend of Italian herbs for pasta sauces and marinades.,,35.018973,448,7/19/2025
449,Voomm,173 Haas Avenue,Student Center,Quiet,Group Friendly,8:00am - 6:00pm,Soft and cozy bathrobe perfect for relaxing at home.,,113.093384,449,8/16/2025
450,Browsezoom,09 Arrowood Trail,Student Center,Quiet,Not Group Friendly,24 hour,Compact fridge ideal for camping and road trips.,,16.5911908,450,9/26/2025
451,Kamba,29 Mosinee Place,Residence,Quiet,Group Friendly,24 hour,Lightweight and slim monitor ideal for dual-screen setups.,,116.97413,451,12/16/2025
452,Jaloo,515 Tomscot Park,Student Center,Loud,Not Group Friendly,11:00am - 5:00pm,Stay dry with these stylish waterproof rain boots.,,83.7677148,452,2/9/2026
453,Ntags,8 Eastlawn Point,Cafe,Moderate,Group Friendly,24 hour,"Chic suede ankle booties, perfect for dressing up or down.",,23.3389501,453,6/28/2025
454,Avamba,5373 Katie Avenue,Library,Loud,Group Friendly,11:00am - 5:00pm,Reusable mat that prevents food from sticking to the grill.,,121.549557,454,2/12/2026
455,Ntag,68 Susan Crossing,Student Center,Quiet,Not Group Friendly,24 hour,Quick-cooking couscous flavored with herbs and spices.,,-99.0550357,455,7/10/2025
456,Yamia,330 Myrtle Court,Library,Quiet,Not Group Friendly,24 hour,"Delicious turkey bacon, a healthier alternative.",,113.0762954,456,9/29/2025
457,Zoomcast,6 Arapahoe Circle,Student Center,Loud,Not Group Friendly,11:00am - 5:00pm,Protective goggles for DIY and construction work.,,19.6295361,457,4/12/2025
458,Tambee,0065 Reindahl Avenue,Library,Loud,Not Group Friendly,8:00am - 6:00pm,DIY kit to make your own elderberry syrup.,,19.7487502,458,4/9/2025
459,Zooveo,5097 Ramsey Trail,Student Center,Quiet,Group Friendly,24 hour,Personalize your calendar with photos and special dates.,,-58.6340339,459,3/19/2026
460,Skidoo,26876 Northview Court,Residence,Moderate,Group Friendly,11:00am - 5:00pm,Spicy chili sauce for an extra kick in your meals.,,7.2559678,460,12/20/2025
461,Kaymbo,063 West Center,Library,Quiet,Not Group Friendly,11:00am - 5:00pm,"Freshly baked bagels, perfect for breakfast or snacks.",,0.151424,461,12/25/2025
462,Jayo,2 Dapin Drive,Library,Loud,Not Group Friendly,11:00am - 5:00pm,Tangy and crunchy dill pickles.,,107.237743,462,4/20/2025
463,Einti,080 Texas Point,Academic,Loud,Group Friendly,24 hour,"High in protein, perfect for soups and stews.",,-45.1120424,463,2/25/2026
464,Quinu,79272 Larry Alley,Student Center,Quiet,Group Friendly,8:00am - 6:00pm,Ready-to-drink shots made with fresh ginger and turmeric.,,-96.3598367,464,6/6/2025
465,Twitterbeat,9 Burrows Drive,Cafe,Loud,Group Friendly,11:00am - 5:00pm,Eco-friendly generator for outdoor adventures.,,117.365052,465,12/9/2025
466,Eidel,3358 Meadow Ridge Court,Academic,Moderate,Group Friendly,11:00am - 5:00pm,"A complete meal kit containing breaded chicken breast, marinara sauce, and pasta, perfect for a quick dinner.",,44.3614875,466,12/7/2025
467,Twinder,8797 Browning Court,Cafe,Loud,Not Group Friendly,24 hour,Spicy and smoky sausage great for grilling.,,116.45252,467,12/13/2025
468,Kazu,872 Parkside Junction,Residence,Loud,Not Group Friendly,24 hour,Personal massager for muscle recovery.,,54.9326774,468,6/5/2025
469,Flashspan,9 Talmadge Court,Student Center,Loud,Not Group Friendly,11:00am - 5:00pm,"A variety pack of classic, roasted red pepper, and garlic hummus.",,-51.8913473,469,6/14/2025
470,Wikivu,20671 Boyd Court,Cafe,Quiet,Group Friendly,24 hour,Colorful bins to keep your space organized.,,14.8591964,470,12/4/2025
471,Yata,15 Fulton Road,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Nutritious and quick-cooking red lentils.,,108.842622,471,3/29/2025
472,Devpulse,5 Jenna Crossing,Residence,Quiet,Not Group Friendly,8:00am - 6:00pm,"Crunchy granola mixed with maple syrup and cinnamon, perfect for breakfast or snacks.",,152.2714594,472,4/18/2025
473,Twitterwire,41696 Northview Lane,Student Center,Loud,Not Group Friendly,24 hour,A mix of tropical fruits for a refreshing snack or dessert.,,34.6341859,473,5/3/2025
474,Oozz,0 Monument Terrace,Student Center,Moderate,Group Friendly,11:00am - 5:00pm,Herbal tea bags made from dried hibiscus flowers.,,51.227402,474,5/17/2025
475,Skinder,7550 Duke Circle,Cafe,Loud,Group Friendly,24 hour,Creamy chickpea dip blended with tahini and garlic.,,35.7593545,475,3/25/2025
476,Twimm,611 Leroy Circle,Cafe,Quiet,Group Friendly,8:00am - 6:00pm,"Gluten-free almond flour, perfect for baking.",,107.9591094,476,2/22/2026
477,Skipstorm,516 Ludington Pass,Academic,Quiet,Not Group Friendly,8:00am - 6:00pm,Classic wooden puzzle game for kids and adults.,,-117.7431372,477,6/10/2025
478,Riffwire,217 Dovetail Drive,Library,Moderate,Group Friendly,11:00am - 5:00pm,Crunchy granola with chocolate and hazelnuts for breakfast.,,115.5672264,478,2/18/2026
479,Divape,22 Porter Hill,Student Center,Moderate,Group Friendly,8:00am - 6:00pm,Adjustable tripod for smartphones and cameras.,,111.4559084,479,5/30/2025
480,Brainsphere,136 Commercial Alley,Cafe,Loud,Group Friendly,24 hour,Floating lounger for relaxation in swimming pools or lakes.,,116.410742,480,2/19/2026
481,Eazzy,14313 Bartillon Park,Residence,Quiet,Group Friendly,11:00am - 5:00pm,"Sustainable tank top made of bamboo cotton, offering breathability and comfort.",,43.4273768,481,9/4/2025
482,Shufflebeat,83903 Barnett Alley,Residence,Loud,Group Friendly,24 hour,Durable non-stick frying pan for easy cooking and cleaning.,,27.8454627,482,11/4/2025
483,Meedoo,3291 Center Road,Student Center,Loud,Group Friendly,24 hour,Interactive kitchen set for imaginative play.,,10.1367166,483,3/6/2026
484,Realcube,39108 Dunning Point,Student Center,Moderate,Not Group Friendly,24 hour,Assorted herbal tea bags for relaxation and wellness.,,142.0863655,484,11/29/2025
485,Gabcube,22611 Darwin Lane,Academic,Moderate,Not Group Friendly,11:00am - 5:00pm,"A healthy oil extracted from avocados, ideal for frying and salads.",,109.873117,485,6/15/2025
486,Rhyzio,074 Merrick Street,Cafe,Loud,Group Friendly,8:00am - 6:00pm,"Compact, waterproof blanket for picnics and events.",,113.543873,486,3/10/2026
487,Thoughtbeat,96 Division Park,Student Center,Loud,Not Group Friendly,24 hour,"Versatile holder that can be used on desks, cars, and more.",,134.2087936,487,7/13/2025
488,Realbuzz,49 Basil Avenue,Library,Quiet,Group Friendly,8:00am - 6:00pm,"Creamy hummus with a kick of spice, great for dipping.",,2.3306851,488,7/8/2025
489,Kwilith,8 Stephen Avenue,Student Center,Moderate,Not Group Friendly,8:00am - 6:00pm,Delicious cookies made with almond flour for a gluten-free treat.,,96.583409,489,2/6/2026
490,Babbleset,249 Upham Parkway,Residence,Quiet,Group Friendly,8:00am - 6:00pm,Space-saving crates for easy organization at home or while traveling.,,114.300474,490,7/20/2025
491,Buzzbean,965 Magdeline Place,Residence,Quiet,Not Group Friendly,24 hour,Dairy-free cheese alternative for your favorite dishes.,,5.3520876,491,9/18/2025
492,Quire,37941 Pawling Trail,Residence,Moderate,Group Friendly,24 hour,Countertop dishwasher for small kitchens.,,0.3908219,492,2/19/2026
493,Feedfish,0 Algoma Terrace,Academic,Moderate,Group Friendly,8:00am - 6:00pm,Set of ceramic knives for precision slicing.,,102.5606182,493,2/20/2026
494,Myworks,99531 Warbler Parkway,Student Center,Quiet,Not Group Friendly,24 hour,Lightweight and portable paddle board for water sports.,,12.8128113,494,2/3/2026
495,Twitternation,9 Harper Center,Academic,Loud,Not Group Friendly,11:00am - 5:00pm,Perfectly designed pan for making crepes and pancakes.,,104.198771,495,6/10/2025
496,Demizz,4 Basil Place,Cafe,Moderate,Not Group Friendly,24 hour,Rich and creamy pudding made with ripe avocados and cocoa.,,106.3449755,496,12/22/2025
497,Devcast,37854 Kropf Trail,Residence,Moderate,Group Friendly,8:00am - 6:00pm,Set of stylish throw pillows for home decor.,,27.3331357,497,12/13/2025
498,Blogtag,77821 Cottonwood Center,Cafe,Loud,Group Friendly,8:00am - 6:00pm,Short-grain sushi rice for perfect rolls.,,92.2225067,498,8/27/2025
499,Kazu,28368 Mallard Park,Student Center,Quiet,Group Friendly,8:00am - 6:00pm,"A tangy marinade for meats and veggies, packed with garlic flavor.",,112.7688416,499,9/20/2025
500,Quatz,41 Tomscot Lane,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Stylish cap to complete your athletic look.,,119.549352,500,9/16/2025
501,Centizu,8098 Monument Avenue,Student Center,Quiet,Not Group Friendly,24 hour,Borosilicate glass water bottle with silicone sleeve.,,-2.7307058,501,5/1/2025
502,Ozu,07 Hansons Alley,Academic,Loud,Not Group Friendly,11:00am - 5:00pm,Scented bath salts for relaxation and self-care.,,112.453926,502,10/8/2025
503,Aimbu,7 Grasskamp Terrace,Student Center,Loud,Not Group Friendly,11:00am - 5:00pm,"Crunchy granola with chocolate and coconut, great for breakfast or snacks.",,-15.2765351,503,7/5/2025
504,Aimbu,2196 Lerdahl Hill,Library,Loud,Group Friendly,8:00am - 6:00pm,Stylish smartwatch with fitness tracking and notifications.,,112.39266,504,6/23/2025
505,Oyope,18742 Buena Vista Trail,Student Center,Loud,Not Group Friendly,8:00am - 6:00pm,Foldable mat for jigsaw puzzle assembly.,,105.924,505,7/22/2025
506,Edgeify,9450 Shopko Court,Library,Loud,Group Friendly,11:00am - 5:00pm,"Rich and flavorful chicken broth, great for soups.",,108.7927679,506,8/1/2025
507,Janyx,8 Prairieview Trail,Student Center,Quiet,Group Friendly,24 hour,STEM-based kit for kids featuring cool science experiments.,,109.6163185,507,9/5/2025
508,Oba,24 Stoughton Circle,Student Center,Moderate,Group Friendly,24 hour,Eco-friendly utensil set made from natural wood.,,20.1143155,508,12/29/2025
